feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
Angus,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,All,Urban,All,All,All,All
Inverclyde,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,23,All,Urban,All,All,All,All
Glasgow City,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,All
North Ayrshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,Urban,All,All,All,All
Midlothian,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,Urban,All,All,All,All
Glasgow City,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,Male,All,All,All,All,All
Argyll and Bute,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,29,All,Urban,All,All,All,All
West Lothian,2019,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Scotland,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,With Children,All
Aberdeenshire,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,All
Clackmannanshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,69,All,Urban,All,All,All,All
Midlothian,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,Urban,All,All,All,All
Scotland,2017,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,With Children,All
Dumfries and Galloway,2018,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Pensioners,All
Na h-Eileanan Siar,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,All,All,All,With Children,All
North Ayrshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,31,All,Urban,All,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Adults,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,Male,All,All,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,Female,All,All,All,All,All
South Lanarkshire,2019,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Aberdeen City,2018,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,All,All
East Renfrewshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,13,All,Urban,All,All,All,All
Aberdeenshire,2014,distance_to_nearest_green_or_blue_space,Don't Know,0,Male,All,All,All,All,All
Scotland,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,Urban,All,All,All,All
Dumfries and Galloway,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,70,All,Urban,All,All,All,All
Perth and Kinross,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,67,All,Urban,All,All,All,All
Scotland,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,Urban,All,All,All,All
East Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,All,Urban,All,All,All,All
Highland,2019,distance_to_nearest_green_or_blue_space,Don't Know,2,All,Urban,All,All,All,All
Midlothian,2018,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,All
Scotland,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,63,All,Urban,All,All,All,All
Scotland,2017,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Adults,All
South Lanarkshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Clackmannanshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,All,Urban,All,All,All,All
East Renfrewshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,All
Falkirk,2018,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,All,All
Glasgow City,2019,distance_to_nearest_green_or_blue_space,Don't Know,4,All,Urban,All,All,All,All
Moray,2018,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,All
Highland,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,All
Aberdeen City,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,Urban,All,All,All,All
Aberdeenshire,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,Urban,All,All,All,All
West Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,Urban,All,All,All,All
Scotland,2017,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Pensioners,All
Clackmannanshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,Urban,All,All,All,All
Inverclyde,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,Urban,All,All,All,All
Glasgow City,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,50,All,Urban,All,All,All,All
North Lanarkshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,Urban,All,All,All,All
Highland,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,70,All,Urban,All,All,All,All
West Lothian,2018,distance_to_nearest_green_or_blue_space,Don't Know,2,Male,All,All,All,All,All
South Ayrshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,Urban,All,All,All,All
East Ayrshire,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,Urban,All,All,All,All
Stirling,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,Urban,All,All,All,All
East Ayrshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,Urban,All,All,All,All
North Lanarkshire,2015,distance_to_nearest_green_or_blue_space,Don't Know,2,All,Urban,All,All,All,All
East Renfrewshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,Male,All,All,All,All,All
Clackmannanshire,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,Urban,All,All,All,All
Dundee City,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,Urban,All,All,All,All
Highland,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,Female,All,All,All,All,All
Highland,2018,distance_to_nearest_green_or_blue_space,Don't Know,2,Male,All,All,All,All,All
West Lothian,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,23,All,Urban,All,All,All,All
Aberdeen City,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,18,All,Urban,All,All,All,All
East Ayrshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,Male,All,All,All,All,All
East Dunbartonshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,8,All,Urban,All,All,All,All
Inverclyde,2018,distance_to_nearest_green_or_blue_space,Don't Know,4,Male,All,All,All,All,All
West Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,6,Female,All,All,All,All,All
North Ayrshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Stirling,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,4,All,Urban,All,All,All,All
Stirling,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,85,All,Urban,All,All,All,All
Angus,2018,distance_to_nearest_green_or_blue_space,Don't Know,0,Male,All,All,All,All,All
Dundee City,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,Urban,All,All,All,All
East Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,17,All,Urban,All,All,All,All
Highland,2013,distance_to_nearest_green_or_blue_space,Don't Know,7,All,All,All,All,All,All
Highland,2013,distance_to_nearest_green_or_blue_space,Don't Know,8,All,All,All,All,Adults,All
Clackmannanshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,Urban,All,All,All,All
East Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,All,Urban,All,All,All,All
Fife,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,Urban,All,All,All,All
Argyll and Bute,2016,distance_to_nearest_green_or_blue_space,Don't Know,4,All,All,All,All,Adults,All
Scottish Borders,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,2,All,All,All,All,All,All
Highland,2013,distance_to_nearest_green_or_blue_space,Don't Know,8,Female,All,All,All,All,All
Highland,2013,distance_to_nearest_green_or_blue_space,Don't Know,5,Male,All,All,All,All,All
Inverclyde,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,22,All,All,All,All,All,All
Orkney Islands,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,32,All,All,All,All,All,All
City of Edinburgh,2017,distance_to_nearest_green_or_blue_space,Don't Know,0,Female,All,All,All,All,All
Perth and Kinross,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,Urban,All,All,All,All
City of Edinburgh,2017,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,Adults,All
South Ayrshire,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Falkirk,2017,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,All
Argyll and Bute,2016,distance_to_nearest_green_or_blue_space,Don't Know,3,Male,All,All,All,All,All
City of Edinburgh,2017,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,Pensioners,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,Male,All,All,All,All,All
Falkirk,2017,distance_to_nearest_green_or_blue_space,Don't Know,1,Female,All,All,All,All,All
Highland,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Pensioners,All
Dumfries and Galloway,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,Urban,All,All,All,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Pensioners,All
Orkney Islands,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,23,All,Urban,All,All,All,All
Moray,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,77,All,Urban,All,All,All,All
Stirling,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
North Lanarkshire,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,Urban,All,All,All,All
South Lanarkshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,Urban,All,All,All,All
East Lothian,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,82,All,Urban,All,All,All,All
Na h-Eileanan Siar,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,60,All,Urban,All,All,All,All
Scotland,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,63,All,Urban,All,All,All,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,With Children,All
Midlothian,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,77,All,Urban,All,All,All,All
Dumfries and Galloway,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,Urban,All,All,All,All
Argyll and Bute,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,12,All,Urban,All,All,All,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,Female,All,All,All,All,All
Fife,2017,distance_to_nearest_green_or_blue_space,Don't Know,0,All,Urban,All,All,All,All
East Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,Male,All,All,All,All,All
Dundee City,2018,distance_to_nearest_green_or_blue_space,Don't Know,9,Female,All,All,All,All,All
Shetland Islands,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,11,All,Urban,All,All,All,All
Midlothian,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,Urban,All,All,All,All
Glasgow City,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,With Children,All
Moray,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,Urban,All,All,All,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,All,All
City of Edinburgh,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Adults,All
Dumfries and Galloway,2019,distance_to_nearest_green_or_blue_space,Don't Know,0,All,Urban,All,All,All,All
Dundee City,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,50,All,Urban,All,All,All,All
City of Edinburgh,2013,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Pensioners,All
South Lanarkshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,All,Urban,All,All,All,All
Inverclyde,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,23,Male,All,All,All,All,All
Aberdeen City,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,All,Urban,All,All,All,All
South Ayrshire,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,Urban,All,All,All,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Pensioners,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Adults,All
West Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,51,All,Urban,All,All,All,All
Perth and Kinross,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,Urban,All,All,All,All
Scottish Borders,2017,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
City of Edinburgh,2013,distance_to_nearest_green_or_blue_space,Don't Know,0,Male,All,All,All,All,All
Clackmannanshire,2019,distance_to_nearest_green_or_blue_space,Don't Know,0,All,Urban,All,All,All,All
City of Edinburgh,2017,distance_to_nearest_green_or_blue_space,Don't Know,0,Male,All,All,All,All,All
Scottish Borders,2018,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,All,All
Glasgow City,2017,distance_to_nearest_green_or_blue_space,Don't Know,1,Male,All,All,All,All,All
Aberdeen City,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Glasgow City,2016,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,All,All,Pensioners,All
Na h-Eileanan Siar,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,20,All,Urban,All,All,All,All
Glasgow City,2017,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,With Children,All
Glasgow City,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,Female,All,All,All,All,All
Glasgow City,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Adults,All
Aberdeenshire,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,Female,All,All,All,All,All
Aberdeen City,2017,distance_to_nearest_green_or_blue_space,Don't Know,3,All,Urban,All,All,All,All
Perth and Kinross,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,Urban,All,All,All,All
North Lanarkshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,Urban,All,All,All,All
East Dunbartonshire,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,67,All,Urban,All,All,All,All
City of Edinburgh,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Pensioners,All
City of Edinburgh,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,Male,All,All,All,All,All
East Ayrshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,All,Urban,All,All,All,All
Argyll and Bute,2017,distance_to_nearest_green_or_blue_space,Don't Know,10,All,All,All,All,All,All
City of Edinburgh,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Adults,All
Na h-Eileanan Siar,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,20,All,Urban,All,All,All,All
Aberdeen City,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,Urban,All,All,All,All
Stirling,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,Urban,All,All,All,All
Highland,2013,distance_to_nearest_green_or_blue_space,Don't Know,3,All,All,All,All,With Children,All
Angus,2018,distance_to_nearest_green_or_blue_space,Don't Know,2,Female,All,All,All,All,All
City of Edinburgh,2015,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Adults,All
North Ayrshire,2016,distance_to_nearest_green_or_blue_space,Don't Know,0,All,Urban,All,All,All,All
City of Edinburgh,2014,distance_to_nearest_green_or_blue_space,Don't Know,3,Female,All,All,All,All,All
